MSOA11CD,07/03/2020,14/03/2020,21/03/2020,28/03/2020,04/04/2020,11/04/2020,18/04/2020,25/04/2020,02/05/2020,09/05/2020,16/05/2020,23/05/2020,30/05/2020,13/06/2020
E02002203,,,2.76,,2.54,1.63,1.44,,,,,,,
E02002204,,,2.76,3.71,2.54,1.72,,,,,,,,
E02002205,,,2.76,3.71,2.54,1.72,,,,,,,,
E02002206,,,,,2.54,,1.44,,,,,,,
E02002207,,,2.76,3.71,2.54,1.63,1.44,,,,,,,
E02002208,,,,,2.54,,1.44,,,,,,,
E02002209,,,,,2.54,,1.44,,,,,,,
E02002210,,,,,2.54,,1.44,,,,,,,
E02002211,,,2.76,3.71,2.54,1.63,1.44,,,,,,,
E02002212,,,2.76,3.71,2.54,1.63,,,,,,,,
E02002213,,,2.76,3.71,2.54,1.72,,,,,,,,
E02002214,,,,,2.54,,1.44,,,,,,,
E02002215,,,2.76,,2.54,1.63,,,,,,,,
E02002216,,,,,2.54,,1.44,,,,,,,
E02002217,,,,,2.54,,1.44,,,,,,,
E02002218,,,2.76,3.71,2.54,1.63,,,,,,,,
E02002219,,,2.76,,2.54,,,,,,,,,
E02002220,,,,,2.54,,1.44,,,,,,,
E02002221,,,,,2.54,,1.44,,,,,,,
E02002222,,,2.76,3.71,2.54,1.63,4.03,3.49,,,,,,
E02002223,,,,,2.54,,,,,,,,,
E02002224,,,,,2.54,,1.44,,,,,,,
E02002225,,,2.76,3.71,2.54,1.63,,,,,,,,
E02002226,,,,,2.54,,,,,,,,,
E02002227,,,,,2.54,,1.44,,,,,,,
E02002228,,,,,2.54,,1.44,,,,,,,
E02002229,,,2.76,,2.54,,,,,,,,,
E02002230,,,,,2.54,,,,,,,,,
E02002231,,,,,2.54,,,,,,,,,
E02002232,,,,,2.54,,3.44,,,,,,,
E02002233,,,,,2.54,,,,,,,,,
E02002234,,,,,2.18,,1.44,,,,,,,
E02002235,,,,,2.54,,,,,,,,,
E02002236,,,,,2.18,,,,,,,,,
E02002237,,,,,2.18,,,,,,,,,
E02002238,,,,,2.18,,,,,,,,,
E02002240,,,2.76,3.71,2.18,,,,,,,,,
E02002241,,,,,,,9.19,,,,,6.52,,
E02002244,,,2.76,3.71,,,,,,,,,,
E02002245,,,2.76,3.71,,,,,,,,,,
E02002247,,,2.76,3.71,,1.72,,,,,,,,
E02002248,,,2.76,3.71,,,,,,,,,,
E02002249,,,2.76,3.71,,,,,,,,,,
E02002250,,,2.76,3.71,,1.63,,,,,,,,
E02002252,,,2.76,3.71,,,,,,,,,,
E02002253,,,2.76,3.71,,,,,,,,,,
E02002255,,,2.76,,,,,,,,,,,
E02002256,,,2.76,3.71,,1.72,,,,,,,,
E02002257,,,2.76,,,,,,,,,,,
E02002260,,,2.76,,,,,,,,,,,
E02002263,,,2.76,3.71,,,,,,,,,,
E02002265,,,2.76,3.71,,1.72,,,,,,,,
E02002270,,,2.76,,,,,,,,,,,
E02002288,,,,,2.82,,,,,,,,,
E02002294,,,,,2.82,,,,,,,,,
E02002298,,,,,2.82,,,,,,,,,
E02002314,,,,,2.82,,,,,,,,,
E02002316,,,,,2.82,,,,,,,,,
E02002321,,,,,2.82,,,,,,,,,
E02002323,,,,,2.82,,,,,,,,,
E02002324,,,,,2.82,,,,,,,,,
E02002326,,,,,2.82,,,,,,,,,
E02002327,,,,,2.82,,,,,,,,,
E02002328,,,,,2.82,1.76,,,,,,,,
E02002329,,,,,2.82,1.76,,,,,,,,
E02002330,,,,,2.54,,1.44,1.33,,,,,,
E02002331,,,,,2.54,,1.44,1.33,,,,,,
E02002332,,3,2.76,3.71,2.54,1.72,1.44,,,,,,,
E02002333,,,2.76,,2.54,1.72,1.44,,,,,,,
E02002334,,,,,2.54,,1.44,1.33,,,,,,
E02002335,,,,,2.54,,1.44,1.33,,,,,,
E02002336,,,,,2.54,,1.44,,,,,,,
E02002337,,,2.76,3.71,2.54,1.72,1.44,,,,,,,
E02002338,,,2.76,,2.54,1.63,1.44,,,,,,,
E02002339,,,,,2.54,1.63,1.44,,,,,,,
E02002340,,,,,2.54,1.63,1.44,,,,,,,
E02002341,,,,,2.54,,1.44,1.33,,,,,,
E02002342,,,,,2.54,,1.44,,,,,,,
E02002343,,,,,2.54,,1.44,,,,,,,
E02002344,,,,,2.54,,1.44,1.33,,,,,,
E02002345,,,,,2.54,,1.44,,,,,,,
E02002346,,,,,2.54,,1.44,,,,,,,
E02002347,,,,,2.54,,1.44,1.33,,,,,,
E02002348,,,,,2.54,,1.44,,,,,,,
E02002349,,,,,2.54,,1.44,1.33,,,,,,
E02002350,,,,,2.54,,1.44,,,,,,,
E02002351,,,,,2.54,,1.44,1.33,,,,,,
E02002352,,,,,2.54,,1.44,1.33,,,,,,
E02002353,,,,,2.54,,1.44,1.33,,,,,,
E02002354,,,,,2.54,,1.44,,,,,,,
E02002356,,,,,2.54,,1.44,,,,,,,
E02002357,,,,,2.54,,1.44,,,,,,,
E02002358,,,,,2.54,,1.44,1.33,,,,,,
E02002359,,,,,2.54,,1.44,1.33,,,,,,
E02002360,,,,,2.54,,1.44,,,,,,,
E02002361,,,,,2.54,,1.44,1.33,,,,,,
E02002362,,,,,2.54,,1.44,,,,,,,
E02002363,,,,,2.54,,1.44,,,,,,,
E02002364,,,,,2.54,,1.44,1.33,,,,,,
E02002366,,,,,2.54,,1.44,1.33,,,,,,
E02002367,,,,,2.54,,1.44,,,,,,,
E02002368,,,,,2.54,,1.44,,,,,,,
E02002369,,,,,2.54,,1.44,1.33,,,,,,
E02002370,,,,,2.54,,1.44,1.33,,,,,,
E02002371,,,,,2.54,,1.44,,,,,,,
E02002373,,,,,2.54,,1.44,,,,,,,
E02002374,,,,,2.54,,1.44,,,,,,,
E02002375,,,,,2.54,,1.44,,,,,,,
E02002376,,,,,2.54,,1.44,1.33,,,,,,
E02002377,,,,,2.54,,1.44,,,,,,,
E02002379,,,,,2.54,,1.44,1.33,,,,,,
E02002380,,,,,2.54,,1.44,,,,,,,
E02002381,,,,,2.54,,1.44,,,,,,,
E02002382,,,,,2.54,,1.44,,,,,,,
E02002383,,,,,2.54,,1.44,,,,,,,
E02002384,,,,,2.54,,1.44,,,,,,,
E02002385,,,,,2.54,,1.44,,,,,,,
E02002386,,,,,2.54,,1.44,1.33,,,,,,
E02002387,,,,,2.54,,1.44,,,,,,,
E02002388,,,,,2.54,,1.44,,,,,,,
E02002389,,,,,2.54,,1.44,,,,,,,
E02002390,,,,,2.54,,1.44,1.33,,,,,,
E02002391,,,,,2.54,,1.44,,,,,,,
E02002392,,,,,2.54,,1.44,,,,,,,
E02002393,,,,,2.54,,1.44,,,,,,,
E02002394,,,,,2.54,,1.44,,,,,,,
E02002395,,,,,2.54,,1.44,,,,,,,
E02002396,,,,,2.54,,1.44,,,,,,,
E02002397,,,,,2.54,,1.44,,,,,,,
E02002398,,,,,2.54,,1.44,1.33,,,,,,
E02002399,,,,,2.54,,1.44,,,,,,,
E02002400,,,,,2.54,,1.44,,,,,,,
E02002401,,,,,2.54,,1.44,,,,,,,
E02002402,,,,,2.54,,1.44,1.33,,,,,,
E02002403,,,,,2.18,,1.44,1.33,,,,,,
E02002404,,,,,2.54,,1.44,,,,,,,
E02002405,,,,,2.54,,1.44,,,,,,,
E02002406,,,,,,,1.44,1.33,,,,,,
E02002407,,,,,2.54,,1.44,,,,,,,
E02002408,,,,,2.54,,1.44,,,,,,,
E02002409,,,,,2.54,,1.44,,,,,,,
E02002410,,,,,2.54,,1.44,,,,,,,
E02002411,,,,,2.18,,1.44,,,,,,,
E02002412,,,,,2.18,,1.44,,,,,,,
E02002414,,,,,2.18,,1.44,,,,,,,
E02002415,,,,,,,1.44,,,,,,,
E02002416,,,,,,,1.44,,,,,,,
E02002417,,,,,,,1.44,1.33,,,,,,
E02002418,,,,,,,1.44,1.33,,,,,,
E02002419,,,,,,,1.44,,,,,,,
E02002420,,,,,,,1.44,,,,,,,
E02002421,,,,,,,1.44,,,,,,,
E02002422,,,,,,,1.44,,,,,,,
E02002423,,,,,,,1.44,,,,,,,
E02002424,,,,,,,1.44,,,,,,,
E02002425,,,,,,,1.44,,,,,,,
E02002426,,,,,,,1.44,,,,,,,
E02002427,,,,,,,1.44,,,,,,,
E02002428,,,,,,,1.44,,,,,,,
E02002429,,,,,,,1.44,,,,,,,
E02002430,,,,,,,1.44,,,,,,,
E02002431,,,,,,,1.44,,,,,,,
E02002432,,,,,2.82,,1.44,,,,,,,
E02002433,,,,,,,1.44,,,,,,,
E02002434,,,,,,,1.44,,,,,,,
E02002435,,,,,,,1.44,,,,,,,
E02002436,,,,,,,1.44,,,,,,,
E02002437,,,,,,,1.44,,,,,,,
E02002438,,,,,2.82,,1.44,1.33,,,,,,
E02002439,,,,,2.82,,1.44,,,,,,,
E02002440,,,,,2.82,,1.44,,,,,,,
E02002441,,,,,2.82,,1.44,,,,,,,
E02002442,,,,,2.82,,1.44,,,,,,,
E02002443,,,,,2.82,,1.44,,,,,,,
E02002444,,,,,2.82,,1.44,,,,,,,
E02002445,,,,,2.82,,1.44,,,,,,,
E02002446,,,,,2.82,,1.44,,,,,,,
E02002447,,,,,2.82,,1.44,1.33,,,,,,
E02002448,,,,,2.82,,1.44,,,,,,,
E02002449,,,,,2.82,,1.44,,,,,,,
E02002450,,,,,2.82,,1.44,,,,,,,
E02002451,,,,,2.82,,1.44,,,,,,,
E02002452,,,,,2.82,,1.44,,,,,,,
E02002453,,,,,2.82,,1.44,,,,,,,
E02002454,,,,,2.82,,1.44,,,,,,,
E02002455,,,,,2.82,,1.44,,,,,,,
E02002456,,,,,2.82,,1.44,,,,,,,
E02002457,,,,,2.82,,1.44,,,,,,,
E02002458,,,,,2.82,,,,,,,,,
E02002459,,,,,2.82,,,,,,,,,
E02002460,,,,,2.82,,1.44,,,,,,,
E02002461,,,,,2.82,,1.44,,,,,,,
E02002462,,,,,2.82,,,,,,,,,
E02002463,,,,,2.82,,,,,,,,,
E02002464,,,,,2.82,,1.44,,,,,,,
E02002465,,,,,2.82,,,,,,,,,
E02002466,,,,,2.82,,,,,,,,,
E02002467,,,,,2.82,,,,,,,,,
E02002468,,,,,2.82,,,,,,,,,
E02002469,,,,,2.82,,1.44,,,,,,,
E02002470,,,,,2.82,,,,,,,,,
E02002471,,,,,2.82,,1.44,,,,,,,
E02002472,,,,,2.82,,,,,,,,,
E02002473,,,,,2.82,,,,,,,,,
E02002474,,,,,2.82,,,,,,,,,
E02002475,,,,,2.82,,,,,,,,,
E02002476,,,,,2.82,,,,,,,,,
E02002477,,,,,2.82,,,,,,,,,
E02002478,,,,,2.82,,1.44,,,,,,,
E02002479,,,,,2.82,,,,,,,,,
E02002480,,,,,2.82,,,,,,,,,
E02002481,,,,,2.82,,,,,,,,,
E02002482,,,,,2.82,,,,,,,,,
E02002483,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002484,,,,,2.54,1.72,1.44,1.33,,,,,,
E02002485,,,,,2.54,1.72,1.44,1.33,,,,,,
E02002487,,,,,2.54,1.72,1.44,1.33,,,,,,
E02002488,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002489,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002490,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002491,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002492,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002493,,,,,2.54,1.72,1.44,1.33,,,,,,
E02002494,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002496,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002497,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002498,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002499,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002500,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002501,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002502,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002503,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002504,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002505,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002506,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002507,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002508,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002509,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002510,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002512,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002513,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002514,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002515,,,,,2.54,1.63,1.44,1.33,,,,,,
E02002516,,,,,2.54,1.63,1.44,1.33,,,,,,
E02002517,,,,,2.54,1.63,1.44,1.33,,,,,,
E02002518,,,,,2.54,1.63,1.44,1.33,,,,,,
E02002519,,,,,2.54,1.63,1.44,1.33,,,,,,
E02002520,,,,,2.54,1.63,1.44,1.33,,,,,,
E02002521,,,,,2.54,1.63,1.44,1.33,3.86,,,,,
E02002523,,,,,2.54,1.72,1.44,1.33,,,,,,
E02002524,,,,,2.54,,1.44,1.33,,,,,,
E02002525,,,,,2.54,1.72,1.44,1.33,,,,,,
E02002526,,,,,2.54,1.63,1.44,1.33,,,,,,
E02002527,,,,,2.54,,1.44,1.33,,,,,,
E02002529,,,,,2.54,1.72,1.44,1.33,,,,,,
E02002530,,,,,2.54,,1.44,1.33,,,,,,
E02002532,,,,,2.54,1.63,1.44,1.33,,,,,,
E02002533,,,,,2.54,1.63,1.44,1.33,,,,,,
E02002534,,,,,2.54,1.63,1.44,1.33,,,,,,
E02002535,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002536,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002537,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002538,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002539,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002540,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002541,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002542,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002543,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002544,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002545,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002546,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002547,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002548,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002549,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002550,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002551,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002552,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002553,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002554,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002555,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002556,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002557,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002558,,3,,,2.54,1.72,1.44,1.33,,,,,,
E02002559,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002560,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002561,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002562,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002563,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002564,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002565,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002566,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002567,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002568,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002569,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002570,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002571,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002572,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002573,,3,2.76,3.71,2.54,1.72,1.44,1.33,,,,,,
E02002574,,,2.76,3.71,2.91,,1.47,,,,,,,
E02002575,,,2.76,3.71,2.91,,1.47,,,,,,,
E02002576,,,2.76,3.71,2.91,,1.47,1.5,,,,,,
E02002577,,,2.76,3.71,2.91,,1.47,,,,,,,
E02002578,,,2.76,3.71,2.91,,1.47,,,,,,,
E02002579,,,2.76,3.71,2.91,,1.47,,,,,,,
E02002580,,,2.76,3.71,2.91,,1.47,1.5,,,,,,
E02002581,,,2.76,3.71,2.91,,1.47,1.5,,,,,,
E02002582,,,,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002583,,,,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002584,,,,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002585,,,2.76,2.79,2.91,,1.47,1.5,1.5,,,,,
E02002586,,,,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002587,,,,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002588,,,,2.79,2.91,1.76,1.47,1.5,1.5,3.51,,,,
E02002589,,,,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002590,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002591,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002592,,,2.76,3.71,2.91,,1.47,,,,,,,
E02002593,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002594,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002595,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002596,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002597,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002598,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002599,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002600,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002601,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002602,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002603,,,2.76,2.79,2.91,1.76,1.47,,,,,,,
E02002604,,,2.76,3.71,2.91,1.76,1.47,,,,,,,
E02002605,,,2.76,3.71,2.91,1.76,1.47,1.5,,,,,,
E02002606,,,2.76,3.71,2.91,1.76,1.47,1.5,1.5,4.95,,,,
E02002607,,,2.76,3.71,2.91,1.76,1.47,1.5,1.5,,,,,
E02002608,,,2.76,3.71,2.91,1.76,1.47,1.5,,,,,,
E02002609,,,2.76,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002610,,,,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002611,,,,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002612,,,,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002613,,,,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002614,,,,2.79,2.91,1.76,1.47,1.5,1.5,,,,,
E02002615,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002616,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002617,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002618,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002619,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002620,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002621,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002622,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002623,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002624,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002625,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002626,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002627,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002628,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002629,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002630,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002631,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002632,,,2.76,3.71,,1.72,1.47,,,,,,,
E02002633,,,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02002634,,,2.76,3.71,2.54,1.72,1.47,1.52,,,,,,
E02002635,,,2.76,3.71,2.18,1.72,1.47,1.52,,,,,,
E02002636,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002637,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002638,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002639,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002640,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002641,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002642,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002643,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002644,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002645,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002646,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002647,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002648,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002649,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002650,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002651,,,2.76,3.71,,1.72,1.47,1.52,,,,,,
E02002652,,,,,,,1.44,1.33,4.79,,,,,
E02002653,,,,,,,1.44,1.33,,,,,,
E02002654,,,,,,,1.44,1.33,,,,,,
E02002655,,,,,,,1.44,1.33,,,,,,
E02002656,,,,,,,1.44,1.33,,,,,,
E02002657,,,,,,,1.44,1.33,,,,,,
E02002658,,,,,,,1.44,1.33,,,,,,
E02002659,,,,,,,1.44,1.33,,,,,,
E02002660,,,,,,,1.44,1.33,,,,,,
E02002661,,,,,,,1.44,1.33,2.38,,,,,
E02002662,,,,,,,1.44,1.33,,,,,,
E02002663,,,,,,,1.44,1.33,,,,,,
E02002664,,,,,,,1.44,1.33,,,,,,
E02002665,,,,,,,1.44,1.33,,,,,,
E02002666,,,,,,,1.44,1.33,,,,,,
E02002667,,,,,,,1.44,1.33,,,,,,
E02002668,,,,,,,1.44,1.33,2.38,,,,,
E02002669,,,,,,,1.44,1.33,,,,,,
E02002670,,,,,,,1.44,1.33,,,,,,
E02002671,,,,,,,1.44,1.33,2.38,,,,,
E02002672,,,,,,,1.44,1.33,2.38,,,,,
E02002673,,,,,,,1.44,1.33,,,,,,
E02002674,,,,,,,1.44,1.33,,,,,,
E02002675,,,,,,,1.44,1.33,,,,,,
E02002676,,,,,,,1.44,1.33,,,,,,
E02002677,,,,,,,1.44,1.33,,,,,,
E02002678,,,,,,,1.44,1.33,,,5.95,,,
E02002679,,,,,,,1.44,1.33,,,,,,
E02002680,,,,,,,1.44,1.33,,,,,,
E02002681,,,,,,,1.44,1.33,,,,,,
E02002682,,,,,,,1.44,1.33,,,,,,
E02002684,,,,,2.54,,1.44,1.33,,,,,,
E02002685,,,,,2.54,,1.44,1.33,,,,,,
E02002686,,,,,2.54,,1.44,1.33,,,,,,
E02002687,,,,,2.54,,1.44,1.33,,,,,,
E02002688,,,,,2.54,,1.44,1.33,,,,,,
E02002689,,,,,2.54,,1.44,1.33,,,,,,
E02002691,,,,,2.54,,1.44,1.33,,,,,,
E02002692,,,,,2.54,,1.44,1.33,,,,,,
E02002693,,,,,,,1.44,1.33,,,,,,
E02002694,,,,,2.54,,1.44,1.33,,,,,,
E02002695,,,,,,,1.44,1.33,,,,,,
E02002696,,,,,,,1.44,1.33,,,,,,
E02002697,,,,,,,1.44,1.33,,,,,,
E02002698,,,,,,,1.44,1.33,,,,,,
E02002699,,,,,,,1.44,1.33,,,,,,
E02002700,,,,,,,1.44,1.33,,,,,,
E02002701,,,,,,,1.44,1.33,,,,,,
E02002702,,,,,,,1.44,1.33,,,,,,
E02002703,,,,,,,1.44,1.33,,,,,,
E02002704,,,,,,,1.44,1.33,,,,,,
E02002705,,,,,,,1.44,1.33,,,,,,
E02002706,,,,,,,1.44,1.33,,,,,,
E02002707,,,,,,,1.44,1.33,,,,,,
E02002708,,,,,,,1.44,1.33,,,,,,
E02002709,,,,,,,1.44,1.33,,,,,,
E02002710,,,,,,,1.44,1.33,,,,,,
E02002711,,,,,,,1.44,1.33,,,,,,
E02002712,,,,,,,1.44,1.33,,,,,,
E02002714,,,,,,,1.44,,,,,,,
E02002715,,,,,,,1.44,1.33,,,,,,
E02002716,,,,,,,1.44,,,,,,,
E02002717,,,,,,,1.44,1.33,,,,,,
E02002718,,,,,,,1.44,1.33,,,,,,
E02002719,,,,,,,1.44,1.33,6.33,5.86,5.81,4.62,,
E02002720,,,,,2.82,,1.44,1.33,,,,,,
E02002721,,,,,2.82,,1.44,1.33,,,,,,
E02002722,,,,,,,1.44,,,,,,,
E02002723,,,,,2.82,,1.44,1.33,,,,,,
E02002724,,,,,2.82,,1.44,1.33,,,,,,
E02002725,,,,,2.82,,1.44,1.33,,,,,,
E02002726,,,,,,,1.44,,,,,,,
E02002732,,,,,,,1.44,,,,,,,
E02002749,,,,,,,1.44,1.33,,,,,,
E02002750,,,,,,,1.44,,,,,,,
E02002751,,,,,2.82,,1.44,1.33,,,,,,
E02002752,,,,,1.99,,1.44,,,,,,,
E02002753,,,,,2.82,,1.44,,,,,,,
E02002754,,,,,2.82,,1.44,,,,,,,
E02002755,,,,,2.82,,1.44,,,,,,,
E02002756,,,,,2.82,,1.44,,,,,,,
E02002757,,,,,2.82,,1.44,,,,,,,
E02002758,,,,,2.82,,1.44,,,,,,,
E02002759,,,,,2.82,,1.44,,,,,,,
E02002760,,,,,2.82,,1.44,,,,,,,
E02002761,,,,,2.82,,1.44,,,,,,,
E02002762,,,,,2.82,,1.44,,,,,,,
E02002763,,,,,2.82,,1.44,,,,,,,
E02002764,,,,,2.82,,1.44,,,,,,,
E02002765,,,,,2.82,,1.44,,,,,,,
E02002766,,,,,2.82,,1.44,,,,,,,
E02002767,,,,,2.82,,1.44,,,,,,,
E02002768,,,,,2.82,,,,,,,,,
E02002769,,,,,2.82,,1.44,,,,,,,
E02002770,,,,,2.82,,,,,,,,,
E02002771,,,,,2.82,,,,,,,,,
E02002772,,,,,2.54,,1.44,1.33,,,,,,
E02002773,,,,,2.54,,1.44,1.33,,,,,,
E02002774,,,,,2.54,,1.44,1.33,,,,,,
E02002775,,,,,2.54,,1.44,1.33,,,,,,
E02002776,,,,,2.54,,1.44,1.33,,,,,,
E02002777,,,,,2.54,,1.44,1.33,,,,,,
E02002778,,,,,2.54,,1.44,1.33,,,,,,
E02002779,,,,,2.54,,1.44,1.33,,,,,,
E02002780,,,,,2.54,,1.44,1.33,,,,,,
E02002781,,,,,2.54,,1.44,1.33,,,,,,
E02002782,,,,,2.54,,1.44,1.33,,,,,,
E02002783,,,,,2.54,,1.44,1.33,,,,,,
E02002784,,,,,2.54,,1.44,1.33,,,,,,
E02002785,,,,,2.54,,1.44,1.33,,,,,,
E02002786,,,,,2.54,,1.44,1.33,,,,,,
E02002787,,,,,2.54,,1.44,1.33,,,,,,
E02002788,,,,,2.54,,1.44,1.33,,,,,,
E02002789,,,,,2.54,,1.44,1.33,,,,,,
E02002790,,,,,2.54,,1.44,1.33,,,,,,
E02002791,,,,,2.54,,1.44,1.33,,,,,,
E02002792,,,,,2.54,,1.44,1.33,,,,,,
E02002793,,,,,2.54,,1.44,1.33,,,,,,
E02002794,,,,,2.54,,1.44,1.33,,,,,,
