"GEOGRAPHY_CODE"	"OBS_VALUE"
"E01022071"	57.7
"E01022072"	52.4
"E01022073"	20.8
"E01022074"	27.3
"E01022075"	41.9
"E01022076"	12.9
"E01022077"	40.4
"E01022078"	16.5
"E01022079"	23.5
"E01022080"	7.6
"E01022081"	17.6
"E01022082"	33.0
"E01022083"	41.5
"E01022084"	40.8
"E01022085"	20.7
"E01022086"	22.4
"E01022087"	31.5
"E01022088"	55.7
"E01022089"	50.2
"E01022090"	44.7
"E01022091"	42.9
"E01022092"	53.3
"E01022093"	37.9
"E01022094"	51.5
"E01022095"	59.8
"E01022096"	49.5
"E01022097"	64.1
"E01022098"	61.3
"E01022099"	46.0
"E01022100"	13.2
"E01022101"	7.1
"E01022102"	1.8
"E01022103"	29.3
"E01022104"	18.5
"E01022105"	59.2
"E01022106"	17.7
"E01022107"	32.4
"E01022108"	37.0
"E01022109"	30.3
"E01022110"	13.3
"E01022111"	36.0
"E01022112"	39.4
"E01022113"	62.1
"E01022114"	50.3
"E01022115"	23.5
"E01022116"	7.5
"E01022117"	2.2
"E01022118"	16.4
"E01022119"	2.8
"E01022120"	3.4
"E01022121"	2.5
"E01022122"	3.3
"E01022123"	31.0
"E01022124"	1.6
"E01022125"	11.0
"E01022126"	2.8
"E01022127"	1.7
"E01022128"	59.2
"E01022129"	37.8
"E01022130"	22.8
"E01022131"	5.1
"E01022132"	3.9
"E01022133"	5.9
"E01022134"	9.0
"E01022135"	33.9
"E01022136"	10.4
"E01022137"	5.7
"E01022138"	28.1
"E01022139"	34.2
"E01022140"	9.7
"E01022141"	9.5
"E01022142"	1.8
"E01022143"	52.3
"E01022144"	24.0
"E01022145"	32.8
"E01022146"	50.3
"E01022147"	3.7
"E01022148"	7.3
"E01022149"	9.0
"E01022150"	11.2
"E01022151"	5.0
"E01022152"	4.0
"E01022153"	4.8
"E01022154"	5.8
"E01022155"	9.5
"E01022156"	4.5
"E01022157"	3.6
"E01022158"	2.5
"E01022159"	3.4
"E01022160"	10.4
"E01022161"	6.3
"E01022162"	10.4
"E01022163"	12.9
"E01022164"	6.0
"E01022165"	30.7
"E01022166"	26.1
"E01022167"	45.9
"E01022168"	22.9
"E01022169"	9.2
"E01022170"	39.1
"E01022171"	46.8
"E01022172"	16.5
"E01022173"	9.9
"E01022174"	27.6
"E01022175"	55.0
"E01022176"	46.5
"E01022177"	23.3
"E01022178"	51.1
"E01022179"	32.4
"E01022180"	23.1
"E01022181"	51.1
"E01022182"	49.9
"E01022183"	33.4
"E01022184"	50.5
"E01022185"	40.8
"E01022186"	61.4
"E01022187"	54.0
"E01022188"	15.6
"E01022189"	55.7
"E01022190"	6.7
"E01022191"	18.0
"E01022192"	4.6
"E01022193"	60.9
"E01022194"	4.8
"E01022195"	16.6
"E01022196"	38.6
"E01022197"	33.8
"E01022198"	16.8
"E01022199"	7.1
"E01022200"	4.8
"E01022201"	64.6
"E01022202"	59.0
"E01022203"	33.7
"E01022204"	21.5
"E01022205"	47.9
"E01022206"	51.6
"E01022207"	48.9
"E01022208"	65.5
"E01022209"	52.5
"E01022210"	19.7
"E01022211"	16.5
"E01022212"	26.1
"E01022213"	40.6
"E01022214"	43.4
"E01022215"	45.5
"E01022216"	56.4
"E01022217"	31.2
"E01022218"	13.5
"E01022219"	46.4
"E01022220"	23.7
"E01022221"	52.2
"E01022222"	51.0
"E01022223"	30.6
"E01022224"	54.9
"E01022225"	30.7
"E01022226"	23.3
"E01022227"	45.0
"E01022228"	55.7
"E01022229"	41.3
"E01022230"	66.3
"E01022231"	35.8
"E01022232"	46.8
"E01022233"	62.7
"E01022234"	66.7
"E01022235"	67.6
"E01022236"	29.8
"E01022237"	20.2
"E01022238"	12.5
"E01022239"	35.4
"E01022240"	25.5
"E01022241"	31.7
"E01022242"	43.1
"E01022243"	34.7
"E01022244"	37.9
"E01022245"	25.1
"E01022246"	55.0
"E01022247"	66.9
"E01022248"	74.8
"E01022249"	56.3
"E01022250"	34.1
"E01022251"	29.5
"E01022252"	62.4
"E01022253"	54.0
"E01022254"	17.1
"E01022255"	62.2
"E01022256"	14.8
"E01022257"	51.5
"E01022258"	16.3
"E01022259"	51.5
"E01022260"	47.3
"E01022261"	24.2
"E01022262"	20.5
"E01022263"	66.1
"E01022264"	44.0
"E01022265"	36.9
"E01022266"	63.6
"E01022267"	67.3
"E01022268"	50.0
"E01022269"	56.7
"E01022270"	69.1
"E01022271"	68.4
"E01022272"	29.2
"E01022273"	31.6
"E01022274"	59.1
"E01022275"	53.3
"E01022276"	47.5
"E01022277"	55.0
"E01022278"	46.2
"E01022279"	21.6
"E01022280"	27.0
"E01022281"	71.3
"E01022282"	60.2
"E01022283"	46.1
"E01022284"	7.9
"E01022285"	26.8
"E01022286"	7.9
"E01022287"	19.9
"E01022288"	5.6
"E01022289"	4.6
"E01022290"	3.5
"E01022291"	6.3
"E01022292"	6.4
"E01022293"	5.6
"E01022294"	4.1
"E01022295"	6.8
"E01022296"	5.8
"E01022297"	33.7
"E01022298"	25.9
"E01022299"	5.5
"E01022300"	3.9
"E01022301"	4.1
"E01022302"	14.4
"E01022303"	11.0
"E01022304"	22.6
"E01022305"	10.3
"E01022306"	48.1
"E01022307"	58.7
"E01022308"	7.5
"E01022309"	15.8
"E01022310"	16.1
"E01022311"	2.5
"E01022312"	14.9
"E01022313"	23.9
"E01022314"	34.7
"E01022315"	28.3
"E01022316"	25.2
"E01022317"	32.4
"E01022318"	33.4
"E01022319"	1.9
"E01022320"	27.3
"E01022321"	23.4
"E01022322"	8.7
"E01022323"	7.0
"E01022324"	11.8
"E01022325"	20.6
"E01022326"	2.9
"E01022327"	14.4
"E01022328"	9.4
"E01022329"	8.0
"E01022330"	3.9
"E01022331"	5.8
"E01022332"	7.1
"E01022333"	7.0
"E01022334"	16.5
"E01022335"	25.3
"E01022336"	20.4
"E01022338"	5.9
"E01022339"	57.7
"E01022340"	30.1
"E01022341"	24.8
"E01022342"	39.3
"E01022343"	43.5
"E01022344"	15.4
"E01022345"	41.8
"E01022346"	5.6
"E01022347"	1.7
"E01022348"	28.1
"E01022350"	55.2
"E01022351"	19.1
"E01022352"	36.2
"E01022353"	23.9
"E01022354"	65.7
"E01022355"	21.8
"E01022356"	19.7
"E01022357"	27.7
"E01022358"	15.4
"E01022359"	30.8
"E01022360"	53.0
"E01022361"	17.6
"E01022362"	43.1
"E01022363"	42.8
"E01022364"	22.4
"E01022365"	16.8
"E01022366"	60.4
"E01022367"	62.5
"E01022368"	78.4
"E01022369"	22.7
"E01022370"	45.2
"E01022371"	68.5
"E01022372"	35.3
"E01022373"	19.4
"E01022374"	21.8
"E01022375"	7.0
"E01022376"	38.3
"E01022377"	14.8
"E01022378"	46.3
"E01022379"	14.3
"E01022380"	56.3
"E01022381"	44.5
"E01022382"	69.6
"E01022383"	26.3
"E01022384"	45.4
"E01022385"	42.9
"E01022386"	41.1
"E01022387"	24.3
"E01022388"	29.4
"E01022389"	52.3
"E01022390"	35.3
"E01022391"	72.2
"E01022392"	75.4
"E01022393"	50.9
"E01022394"	16.5
"E01022395"	37.4
"E01022396"	54.4
"E01022397"	42.6
"E01022398"	54.2
"E01022399"	13.9
"E01022400"	22.4
"E01022401"	27.2
"E01022402"	11.4
"E01022403"	10.8
"E01022404"	38.1
"E01022405"	24.3
"E01022406"	48.1
"E01022407"	32.9
"E01022408"	52.2
"E01022409"	40.0
"E01022410"	19.8
"E01022411"	28.6
"E01022412"	53.2
"E01022413"	64.3
"E01022414"	16.4
"E01022415"	59.3
"E01022416"	23.7
"E01022417"	39.2
"E01022418"	21.4
"E01022420"	47.8
"E01022421"	11.7
"E01022422"	37.3
"E01022423"	18.7
"E01022424"	10.6
"E01022425"	20.4
"E01022426"	56.4
"E01022427"	46.1
"E01022428"	14.6
"E01022429"	17.0
"E01022430"	12.6
"E01022431"	36.2
"E01022432"	28.6
"E01022433"	53.2
"E01022434"	78.8
"E01022435"	18.0
"E01022436"	24.9
"E01022437"	36.2
"E01022438"	44.3
"E01022439"	32.5
"E01022440"	25.7
"E01022441"	54.8
"E01022442"	59.3
"E01022443"	82.7
"E01022444"	77.3
"E01022445"	69.7
"E01022446"	42.9
"E01022447"	16.8
"E01022448"	28.9
"E01022449"	53.4
"E01022450"	9.2
"E01022451"	26.1
"E01022452"	9.1
"E01022453"	67.3
"E01022454"	35.5
"E01022455"	29.4
"E01022456"	48.9
"E01022457"	8.4
"E01022458"	3.8
"E01022459"	6.5
"E01022460"	11.4
"E01022461"	20.2
"E01022462"	56.0
"E01022463"	36.6
"E01022464"	27.7
"E01022465"	63.3
"E01022466"	48.4
"E01022467"	61.1
"E01022468"	50.8
"E01022469"	56.6
"E01022470"	54.1
"E01022471"	56.4
"E01022472"	67.2
"E01022473"	11.2
"E01022474"	4.2
"E01022475"	6.6
"E01022476"	6.0
"E01022477"	3.4
"E01022478"	5.5
"E01022479"	3.1
"E01022480"	3.4
"E01022481"	12.2
"E01022482"	6.4
"E01022484"	3.7
"E01022485"	3.8
"E01022486"	20.6
"E01022487"	5.1
"E01022488"	38.4
"E01022489"	60.8
"E01022490"	41.0
"E01022491"	34.9
"E01022492"	54.9
"E01022493"	59.1
"E01022494"	35.8
"E01022495"	30.1
"E01022496"	51.3
"E01022497"	34.1
"E01022498"	44.9
"E01022499"	73.8
"E01022500"	53.4
"E01022502"	9.6
"E01022503"	11.1
"E01022504"	49.7
"E01022505"	4.4
"E01022506"	26.0
"E01022507"	13.7
"E01022509"	44.5
"E01022510"	72.7
"E01022511"	82.4
"E01022512"	86.9
"E01022513"	66.8
"E01022514"	48.9
"E01022515"	46.8
"E01022516"	68.8
"E01022517"	78.2
"E01022518"	72.9
"E01022519"	81.7
"E01022520"	21.1
"E01022521"	39.2
"E01022522"	63.2
"E01022523"	5.1
"E01022524"	4.5
"E01022525"	7.9
"E01022526"	4.9
"E01022527"	4.3
"E01022528"	54.6
"E01022529"	36.8
"E01022530"	87.1
"E01022531"	57.4
"E01022532"	55.7
"E01022533"	45.5
"E01022534"	23.7
"E01022535"	27.0
"E01022536"	69.5
"E01022537"	70.9
"E01022539"	2.2
"E01022540"	5.1
"E01022542"	2.8
"E01022543"	2.8
"E01022546"	53.5
"E01022547"	62.6
"E01022548"	11.7
"E01022549"	1.9
"E01022550"	5.2
"E01022551"	18.8
"E01022552"	3.1
"E01022553"	38.0
"E01022554"	27.4
"E01022555"	24.5
"E01022556"	10.2
"E01022557"	30.3
"E01022558"	18.0
"E01022559"	59.3
"E01022560"	33.6
"E01022561"	51.5
"E01022562"	59.0
"E01022563"	44.7
"E01022564"	24.2
"E01022565"	23.2
"E01022566"	31.2
"E01022567"	6.4
"E01022568"	6.5
"E01022569"	45.5
"E01022570"	17.6
"E01022571"	19.0
"E01022572"	13.6
"E01022573"	44.8
"E01022574"	16.0
"E01022575"	2.6
"E01022576"	6.3
"E01022577"	10.4
"E01022578"	39.9
"E01022579"	12.6
"E01022580"	18.5
"E01022581"	48.7
"E01022582"	69.6
"E01022583"	44.9
"E01022584"	23.5
"E01022585"	57.4
"E01022586"	68.5
"E01022587"	25.8
"E01022588"	66.9
"E01022589"	40.7
"E01022590"	64.3
"E01022591"	63.8
"E01022592"	42.4
"E01022593"	84.7
"E01022594"	49.3
"E01022595"	71.6
"E01022596"	85.2
"E01022597"	49.5
"E01022599"	32.8
"E01022600"	78.9
"E01022601"	64.3
"E01022602"	93.2
"E01022603"	26.7
"E01022604"	62.5
"E01022605"	50.1
"E01022606"	66.9
"E01022607"	45.8
"E01022608"	70.8
"E01022610"	49.7
"E01022611"	48.8
"E01022613"	61.5
"E01022614"	29.5
"E01022615"	35.9
"E01022616"	16.2
"E01022617"	39.8
"E01022618"	77.3
"E01022619"	39.2
"E01022620"	9.0
"E01022621"	14.8
"E01022622"	31.3
"E01022623"	21.8
"E01022624"	53.2
"E01022625"	48.7
"E01022627"	65.8
"E01022628"	36.3
"E01022629"	66.3
"E01022630"	51.3
"E01022631"	42.5
"E01022632"	45.5
"E01022633"	22.9
"E01022634"	13.3
"E01022635"	17.5
"E01022636"	21.4
"E01022639"	11.8
"E01022640"	11.3
"E01022641"	30.1
"E01022642"	56.2
"E01022643"	31.4
"E01022644"	30.5
"E01022645"	82.3
"E01022646"	15.1
"E01022647"	32.7
"E01022648"	22.8
"E01022649"	3.2
"E01022650"	37.9
"E01022651"	19.6
"E01022652"	26.2
"E01022653"	60.9
"E01022654"	11.5
"E01022655"	7.6
"E01022656"	40.7
"E01022657"	32.0
"E01022658"	55.6
"E01022659"	10.7
"E01022660"	18.9
"E01022661"	48.1
"E01022662"	73.4
"E01022663"	52.5
"E01022664"	44.1
"E01022665"	27.4
"E01022666"	2.1
"E01022667"	5.0
"E01022668"	3.4
"E01022669"	1.7
"E01022670"	0.7
"E01022671"	3.0
"E01022672"	6.9
"E01022673"	7.1
"E01022674"	5.5
"E01022675"	61.8
"E01022676"	51.4
"E01022677"	6.9
"E01022678"	4.7
"E01022679"	2.3
"E01022680"	15.6
"E01022681"	5.4
"E01022682"	68.8
"E01022683"	52.4
"E01022684"	40.1
"E01022685"	35.9
"E01022686"	55.8
"E01022687"	59.2
"E01022688"	36.0
"E01022689"	51.0
"E01022690"	12.4
"E01022691"	52.7
"E01022692"	24.0
"E01022693"	67.5
"E01022694"	50.1
"E01022695"	18.7
"E01022696"	52.3
"E01022697"	66.0
"E01022698"	59.8
"E01022699"	45.2
"E01022700"	30.0
"E01022701"	14.5
"E01022702"	60.6
"E01022703"	21.7
"E01022704"	40.9
"E01022705"	82.8
"E01022706"	89.4
"E01022707"	82.5
"E01022708"	41.5
"E01022709"	72.6
"E01022710"	17.5
"E01022711"	6.5
"E01022712"	23.9
"E01022713"	37.2
"E01022714"	56.2
"E01022715"	28.8
"E01022716"	23.5
"E01022717"	43.5
"E01022718"	52.7
"E01022719"	53.9
"E01022720"	72.0
"E01022721"	34.7
"E01022722"	14.5
"E01022723"	8.9
"E01022724"	10.8
"E01022725"	77.3
"E01022726"	56.2
"E01022727"	28.6
"E01022728"	5.0
"E01022729"	53.2
"E01022730"	19.3
"E01022731"	4.2
"E01022732"	2.7
"E01022733"	38.6
"E01022734"	6.9
"E01022735"	5.5
"E01022736"	4.0
"E01022737"	18.7
"E01022738"	2.0
"E01022739"	1.9
"E01022740"	22.3
"E01022741"	38.1
"E01022742"	36.8
"E01022743"	35.1
"E01022744"	63.8
"E01022745"	63.3
"E01022746"	44.0
"E01022747"	37.2
"E01022748"	33.2
"E01022749"	60.0
"E01022750"	55.3
"E01022751"	59.0
"E01022752"	75.7
"E01022753"	47.2
"E01022754"	40.9
"E01022755"	39.2
"E01022756"	67.4
"E01022757"	30.5
"E01022758"	31.6
"E01022759"	23.3
"E01022760"	12.1
"E01022761"	12.2
"E01022762"	7.1
"E01022763"	36.4
"E01022764"	19.7
"E01022765"	12.3
"E01022766"	66.2
"E01022767"	11.6
"E01022768"	14.0
"E01022769"	21.7
"E01022770"	19.9
"E01022771"	55.3
"E01022772"	64.9
"E01022773"	57.8
"E01022774"	68.3
"E01022776"	64.9
"E01022777"	30.4
"E01022778"	25.7
"E01022780"	44.8
"E01022781"	28.6
"E01022782"	41.8
"E01022783"	56.3
"E01022784"	41.3
"E01022785"	48.9
"E01022786"	36.5
"E01022787"	35.0
"E01022788"	27.0
"E01022789"	38.8
"E01022790"	67.8
"E01022791"	44.3
"E01022792"	41.5
"E01022793"	75.7
"E01022794"	45.2
"E01022795"	10.3
"E01022796"	59.4
"E01022797"	35.9
"E01022798"	15.2
"E01022799"	31.4
"E01022800"	3.5
"E01022801"	8.4
"E01022802"	13.1
"E01022803"	2.7
"E01022804"	15.6
"E01022805"	1.8
"E01022806"	5.4
"E01022807"	2.7
"E01022810"	3.2
"E01022811"	1.6
"E01022812"	4.1
"E01022813"	2.3
"E01022814"	6.6
"E01022815"	7.0
"E01022816"	2.7
"E01022817"	3.8
"E01022818"	3.1
"E01022819"	1.7
"E01022820"	3.0
"E01022823"	8.4
"E01022824"	12.9
"E01022825"	9.8
"E01022826"	35.4
"E01022828"	17.2
"E01022829"	63.8
"E01022830"	46.8
"E01022831"	5.2
"E01022832"	2.2
"E01022833"	3.4
"E01022834"	9.5
"E01022835"	11.5
"E01022836"	45.8
"E01022837"	21.2
"E01022838"	34.1
"E01022839"	2.4
"E01022840"	4.3
"E01022841"	0.6
"E01022842"	6.2
"E01022843"	2.8
"E01022845"	5.8
"E01022846"	61.0
"E01022847"	32.6
"E01022848"	26.1
"E01022849"	47.2
"E01022850"	46.2
"E01022851"	38.3
"E01022852"	39.7
"E01022853"	32.1
"E01022854"	65.4
"E01022855"	38.8
"E01022856"	60.6
"E01022857"	29.1
"E01022858"	67.4
"E01022859"	53.8
"E01022860"	39.6
"E01022861"	68.0
"E01022862"	24.2
"E01022863"	62.1
"E01022864"	42.3
"E01022865"	81.2
"E01022867"	41.8
"E01022868"	81.8
"E01022869"	41.3
"E01022870"	59.2
"E01022871"	28.5
"E01022872"	43.2
"E01022873"	79.9
"E01022874"	14.5
"E01022875"	6.1
"E01022876"	55.4
"E01022877"	42.4
"E01022878"	76.0
"E01022879"	28.1
"E01022880"	20.1
"E01022881"	39.6
"E01022882"	60.4
"E01022883"	68.3
"E01022884"	53.4
"E01022885"	66.5
"E01022887"	62.8
"E01022888"	49.3
"E01022889"	26.5
"E01022890"	21.0
"E01022891"	44.8
"E01022892"	42.2
"E01022893"	34.4
"E01022894"	32.1
"E01022895"	29.0
"E01022896"	27.0
"E01022897"	34.3
"E01022898"	56.7
"E01022899"	5.3
"E01022900"	2.6
"E01022901"	2.3
"E01022902"	4.0
"E01022903"	2.8
"E01022904"	3.0
"E01022905"	1.3
"E01022906"	1.0
"E01022907"	41.1
"E01022908"	7.7
"E01022909"	41.6
"E01022910"	8.0
"E01022911"	27.2
"E01022913"	1.4
"E01022914"	2.6
"E01022915"	1.6
"E01022916"	3.9
"E01022917"	1.9
"E01022918"	36.2
"E01022919"	18.2
"E01022920"	40.4
"E01022921"	43.1
"E01022922"	33.2
"E01022924"	38.7
"E01022925"	44.0
"E01022926"	60.7
"E01022927"	24.6
"E01022928"	54.1
"E01022929"	21.7
"E01022930"	29.9
"E01022931"	54.7
"E01022933"	3.0
"E01022934"	3.2
"E01022935"	38.6
"E01022936"	26.9
"E01022937"	32.6
"E01022938"	57.7
"E01022939"	44.3
"E01022940"	42.9
"E01022941"	70.6
"E01022942"	19.1
"E01022943"	79.2
"E01022944"	78.8
"E01022945"	53.0
"E01022946"	45.7
"E01022947"	32.2
"E01022948"	25.6
"E01022949"	2.2
"E01022950"	49.6
"E01022951"	27.3
"E01022952"	31.2
"E01022953"	6.7
"E01022954"	62.0
"E01022955"	49.8
"E01022956"	19.5
"E01022957"	41.6
"E01022958"	68.6
"E01022959"	3.2
"E01022960"	9.4
"E01022961"	16.7
"E01022962"	17.5
"E01022963"	41.9
"E01022964"	12.2
"E01022965"	11.1
"E01022966"	2.9
"E01022967"	2.3
"E01022968"	3.2
"E01022969"	2.9
"E01022970"	3.9
"E01022971"	23.7
"E01022972"	59.7
"E01022973"	21.2
"E01022974"	68.8
"E01022975"	50.0
"E01022976"	30.9
"E01022977"	79.4
"E01022978"	77.6
"E01022979"	56.7
"E01022980"	83.4
"E01022981"	88.4
"E01022982"	46.0
"E01022983"	59.9
"E01022984"	69.7
"E01022985"	55.6
"E01022986"	51.1
"E01022987"	71.1
"E01022988"	21.9
"E01022989"	60.9
"E01022990"	60.3
"E01022991"	77.3
"E01022992"	79.8
"E01022993"	71.2
"E01022994"	74.8
"E01022995"	49.3
"E01022996"	65.3
"E01022997"	65.5
"E01022998"	85.6
"E01022999"	61.2
"E01023000"	37.3
"E01023001"	28.3
"E01023002"	18.5
"E01023003"	65.4
"E01023004"	45.3
"E01023005"	43.6
"E01023006"	6.1
"E01023007"	31.7
"E01023008"	24.7
"E01023009"	49.4
"E01023010"	7.5
"E01023011"	59.1
"E01023012"	68.0
"E01023013"	55.1
"E01023014"	61.7
"E01023015"	52.8
"E01023016"	63.2
"E01023017"	45.1
"E01023018"	29.0
"E01023019"	10.3
"E01023020"	82.6
"E01023021"	65.6
"E01023022"	20.3
"E01023023"	41.0
"E01023024"	64.3
"E01023025"	77.2
"E01023026"	76.8
"E01023027"	47.2
"E01023028"	24.1
"E01023029"	10.2
"E01023030"	10.9
"E01023031"	51.7
"E01023032"	69.2
"E01023033"	22.6
"E01023034"	52.3
"E01023035"	50.9
"E01023036"	71.7
"E01023037"	5.1
"E01023038"	68.5
"E01023039"	43.4
"E01023040"	71.4
"E01023041"	45.7
"E01023042"	11.9
"E01023043"	28.1
"E01023044"	79.1
"E01023045"	47.3
"E01023046"	36.6
"E01023047"	42.2
"E01023048"	65.8
"E01023049"	25.1
"E01023050"	38.4
"E01023051"	48.3
"E01023052"	46.7
"E01023053"	39.2
"E01023054"	47.8
"E01023055"	11.2
"E01023056"	31.0
"E01023057"	24.3
"E01023058"	10.3
"E01023059"	57.7
"E01023060"	69.8
"E01023061"	22.7
"E01023062"	72.8
"E01023063"	70.9
"E01023064"	34.2
"E01023065"	35.6
"E01023066"	66.0
"E01023067"	60.2
"E01023068"	27.6
"E01023069"	33.9
"E01023070"	12.9
"E01023071"	30.1
"E01023072"	28.1
"E01023073"	58.8
"E01023074"	37.8
"E01023075"	26.6
"E01023076"	63.7
"E01023077"	12.7
"E01023078"	48.8
"E01023079"	17.4
"E01023080"	34.5
"E01023081"	45.8
"E01023082"	6.6
"E01023083"	2.4
"E01023084"	39.0
"E01023085"	22.1
"E01023086"	38.2
"E01023087"	35.7
"E01023088"	16.7
"E01023089"	39.7
"E01023090"	36.5
"E01023091"	5.7
"E01023092"	44.5
"E01023093"	68.1
"E01023094"	27.4
"E01023095"	5.6
"E01023096"	32.9
"E01023097"	56.2
"E01023098"	27.6
"E01023099"	25.7
"E01023100"	1.8
"E01023101"	27.2
"E01023102"	16.2
"E01023103"	45.6
"E01023104"	17.5
"E01023105"	6.2
"E01023106"	5.2
"E01023107"	3.6
"E01023108"	1.8
"E01023109"	10.2
"E01023110"	3.5
"E01023111"	47.3
"E01023112"	19.9
"E01023113"	29.2
"E01023114"	41.0
"E01023115"	33.4
"E01023116"	19.4
"E01023117"	38.5
"E01023118"	4.5
"E01023119"	1.5
"E01023120"	2.6
"E01023121"	4.7
"E01023122"	2.5
"E01023123"	5.2
"E01023124"	5.3
"E01023125"	7.1
"E01023128"	7.3
"E01023129"	8.3
"E01023130"	41.9
"E01023131"	28.7
"E01023132"	31.0
"E01023133"	40.9
"E01023134"	13.7
"E01023135"	14.3
"E01023136"	14.6
"E01023137"	13.5
"E01023138"	17.1
"E01023139"	14.3
"E01023140"	4.9
"E01023141"	4.2
"E01023142"	2.1
"E01023143"	9.9
"E01023144"	1.8
"E01023145"	4.3
"E01023146"	1.9
"E01023147"	11.9
"E01023148"	10.2
"E01023149"	9.2
"E01023150"	13.8
"E01023151"	5.9
"E01023152"	13.4
"E01023153"	9.3
"E01023154"	3.4
"E01023155"	37.5
"E01023156"	6.4
"E01023157"	3.9
"E01023158"	66.1
"E01023159"	47.0
"E01023160"	66.4
"E01023162"	65.5
"E01023163"	84.3
"E01023164"	62.2
"E01023165"	60.0
"E01023166"	50.8
"E01023167"	47.1
"E01023168"	58.5
"E01023169"	39.6
"E01023170"	37.7
"E01023171"	72.7
"E01023172"	78.8
"E01023173"	54.6
"E01023174"	13.5
"E01023175"	70.1
"E01023176"	26.3
"E01023177"	49.9
"E01023178"	43.1
"E01023179"	12.3
"E01023180"	29.6
"E01023181"	62.3
"E01023182"	26.7
"E01023183"	22.9
"E01023184"	58.3
"E01023185"	41.5
"E01023186"	34.1
"E01023187"	32.9
"E01023188"	48.3
"E01023189"	17.5
"E01023190"	35.4
"E01023191"	30.3
"E01023192"	22.0
"E01023193"	56.6
"E01023194"	42.4
"E01023195"	46.6
"E01023196"	52.9
"E01023197"	21.4
"E01023198"	53.8
"E01023199"	42.2
"E01023200"	58.8
"E01023201"	28.1
"E01023202"	9.5
"E01023203"	5.5
"E01023204"	8.7
"E01023205"	3.0
"E01023206"	29.7
"E01023207"	31.2
"E01023208"	18.5
"E01023209"	29.7
"E01023210"	88.3
"E01023211"	42.5
"E01023212"	72.7
"E01023213"	66.0
"E01023214"	62.2
"E01023215"	33.1
"E01023216"	15.0
"E01023217"	40.0
"E01023218"	46.3
"E01023219"	25.1
"E01023220"	29.3
"E01023221"	20.1
"E01023222"	55.8
"E01023223"	29.9
"E01023224"	38.6
"E01023225"	54.3
"E01023226"	42.3
"E01023227"	33.1
"E01023228"	53.9
"E01023229"	52.5
"E01023230"	62.1
"E01023231"	64.7
"E01023232"	48.2
"E01023233"	49.8
"E01023234"	24.8
"E01023235"	49.3
"E01023236"	53.6
"E01023237"	17.8
"E01023238"	48.2
"E01023239"	57.2
"E01023240"	33.6
"E01023241"	69.0
"E01023242"	62.4
"E01023243"	14.2
"E01023244"	78.2
"E01023245"	58.4
"E01023246"	59.9
"E01023247"	47.4
"E01023248"	49.6
"E01023249"	33.6
"E01023250"	11.1
"E01023251"	2.1
"E01023252"	1.6
"E01023253"	31.8
"E01023254"	6.8
"E01023255"	3.8
"E01023256"	1.9
"E01023257"	15.4
"E01023258"	16.3
"E01023259"	58.0
"E01023260"	4.6
"E01023261"	4.8
"E01023262"	3.2
"E01023263"	20.0
"E01023264"	8.1
"E01023265"	18.6
"E01023266"	27.4
"E01023267"	4.4
"E01023268"	14.9
"E01023269"	24.5
"E01023270"	14.9
"E01023271"	54.6
"E01023272"	39.2
"E01023273"	68.3
"E01023274"	49.3
"E01023275"	52.1
"E01023276"	73.5
"E01023277"	72.6
"E01023278"	37.1
"E01023279"	52.1
"E01023280"	53.4
"E01023281"	17.7
"E01023282"	51.9
"E01023284"	28.4
"E01023285"	25.8
"E01023286"	32.5
"E01023287"	60.5
"E01023288"	37.6
"E01023289"	71.4
"E01023290"	56.3
"E01023291"	33.2
"E01023292"	18.2
"E01023293"	13.0
"E01023294"	8.8
"E01023295"	9.9
"E01023296"	5.7
"E01023297"	9.7
"E01023298"	2.7
"E01023299"	23.5
"E01023300"	3.4
"E01023301"	3.0
"E01023302"	1.8
"E01023303"	14.5
"E01023304"	2.8
"E01023305"	13.4
"E01023306"	14.3
"E01023307"	39.8
"E01023308"	15.7
"E01023309"	23.6
"E01023310"	7.9
"E01023311"	30.9
"E01023312"	63.5
"E01023313"	42.9
"E01023314"	26.8
"E01023315"	66.7
"E01023316"	7.9
"E01023317"	22.4
"E01023318"	6.6
"E01023319"	29.8
"E01023320"	4.4
"E01023321"	42.1
"E01023322"	11.1
"E01023323"	3.9
"E01023324"	3.6
"E01023325"	2.6
"E01023326"	6.1
"E01023327"	5.2
"E01023328"	12.2
"E01023329"	5.6
"E01023330"	8.6
"E01023331"	3.9
"E01023332"	3.7
"E01023333"	5.9
"E01023334"	12.4
"E01023335"	3.4
"E01023336"	4.4
"E01023337"	2.9
"E01023338"	2.7
"E01023339"	3.7
"E01023340"	6.5
"E01023341"	10.5
"E01023342"	10.2
"E01023343"	1.7
"E01023344"	22.4
"E01023345"	15.9
"E01023346"	15.0
"E01023347"	30.4
"E01023348"	2.5
"E01023349"	4.2
"E01023350"	3.1
"E01023351"	8.1
"E01023352"	38.2
"E01023354"	30.7
"E01023355"	58.4
"E01023356"	51.5
"E01023357"	2.3
"E01023358"	3.8
"E01023359"	4.1
"E01023360"	8.6
"E01023361"	4.7
"E01023362"	44.6
"E01023363"	41.5
"E01023364"	46.6
"E01023365"	11.0
"E01023366"	10.2
"E01023367"	81.0
"E01023368"	16.6
"E01023369"	8.2
"E01023370"	16.0
"E01023371"	53.3
"E01023372"	70.6
"E01023373"	17.2
"E01023374"	37.0
