"GEOGRAPHY_CODE"	"OBS_VALUE"
"E01001280"	5.9
"E01001281"	1.7
"E01001282"	3.4
"E01001283"	1.8
"E01001284"	3.8
"E01001285"	7.2
"E01001286"	5.2
"E01001287"	2.6
"E01001288"	4.5
"E01001289"	4.9
"E01001290"	8.7
"E01001291"	6.8
"E01001292"	6.6
"E01001293"	6.6
"E01001294"	6.8
"E01001295"	5.7
"E01001296"	6.9
"E01001297"	7.6
"E01001298"	6.4
"E01001299"	5.0
"E01001300"	1.5
"E01001301"	1.1
"E01001302"	4.0
"E01001303"	1.4
"E01001304"	3.3
"E01001305"	5.4
"E01001306"	2.1
"E01001307"	4.1
"E01001308"	5.1
"E01001309"	3.5
"E01001310"	2.1
"E01001311"	6.4
"E01001312"	4.9
"E01001313"	4.2
"E01001314"	4.8
"E01001315"	3.4
"E01001316"	2.5
"E01001317"	5.2
"E01001318"	1.0
"E01001319"	3.6
"E01001320"	3.3
"E01001321"	5.3
"E01001322"	3.8
"E01001323"	4.9
"E01001324"	4.6
"E01001325"	2.6
"E01001326"	4.7
"E01001327"	5.4
"E01001328"	0.9
"E01001329"	3.6
"E01001330"	2.2
"E01001331"	0.8
"E01001332"	2.2
"E01001333"	6.7
"E01001334"	5.2
"E01001335"	32.5
"E01001336"	13.3
"E01001337"	8.9
"E01001338"	7.6
"E01001339"	8.8
"E01001340"	3.6
"E01001341"	7.4
"E01001342"	3.7
"E01001343"	3.3
"E01001344"	3.1
"E01001345"	3.3
"E01001346"	3.1
"E01001347"	4.7
"E01001348"	3.4
"E01001349"	3.7
"E01001350"	8.5
"E01001351"	2.9
"E01001352"	4.0
"E01001353"	2.3
"E01001354"	5.7
"E01001355"	4.4
"E01001356"	1.3
"E01001357"	2.7
"E01001358"	1.5
"E01001359"	8.3
"E01001360"	8.8
"E01001361"	7.6
"E01001362"	9.6
"E01001363"	9.5
"E01001364"	9.0
"E01001365"	8.8
"E01001366"	7.1
"E01001367"	6.9
"E01001368"	8.2
"E01001369"	9.2
"E01001370"	8.8
"E01001371"	8.2
"E01001372"	10.2
"E01001373"	12.3
"E01001374"	1.9
"E01001375"	2.1
"E01001376"	1.8
"E01001377"	9.0
"E01001379"	3.7
"E01001380"	2.1
"E01001381"	2.2
"E01001382"	5.2
"E01001383"	3.4
"E01001384"	2.8
"E01001385"	2.7
"E01001386"	5.4
"E01001387"	9.1
"E01001388"	2.9
"E01001389"	3.3
"E01001390"	2.2
"E01001391"	2.8
"E01001392"	3.4
"E01001393"	3.8
"E01001394"	5.6
"E01001395"	3.7
"E01001396"	2.7
"E01001397"	3.2
"E01001398"	4.6
"E01001399"	2.4
"E01001400"	12.4
"E01001401"	2.0
"E01001402"	5.0
"E01001403"	1.8
"E01001404"	3.4
"E01001405"	7.0
"E01001406"	4.5
"E01001407"	8.2
"E01001408"	5.5
"E01001409"	2.1
"E01001410"	3.1
"E01001411"	3.2
"E01001412"	40.4
"E01001413"	11.7
"E01001414"	2.0
"E01001415"	10.3
"E01001416"	9.9
"E01001417"	70.0
"E01001418"	7.3
"E01001419"	6.7
"E01001420"	9.7
"E01001421"	5.1
"E01001422"	69.1
"E01001423"	6.3
"E01001424"	4.6
"E01001425"	3.6
"E01001426"	5.4
"E01001427"	3.9
"E01001428"	4.9
"E01001429"	1.8
"E01001430"	3.5
"E01001431"	7.4
"E01001432"	8.5
"E01001433"	7.4
"E01001434"	5.7
"E01001435"	4.0
"E01001436"	5.8
"E01001437"	2.2
"E01001438"	5.4
"E01001439"	3.7
"E01001440"	4.1
"E01001441"	3.6
"E01001442"	3.5
"E01001444"	3.5
"E01001445"	5.4
"E01001446"	8.6
"E01001447"	7.4
"E01001448"	7.2
"E01001449"	5.3
"E01001450"	5.3
"E01001451"	17.8
"E01001452"	37.3
"E01001453"	30.5
"E01001454"	19.7
"E01001455"	2.7
"E01001456"	8.2
"E01001457"	10.0
"E01001458"	3.3
"E01001459"	7.6
"E01001460"	6.3
"E01001461"	3.4
"E01001462"	4.8
"E01001463"	4.6
"E01001464"	4.9
"E01001465"	5.4
"E01001466"	10.2
"E01001467"	8.4
"E01001468"	16.5
"E01001469"	7.1
"E01001470"	13.3
"E01001471"	9.9
"E01001472"	10.5
"E01001473"	15.1
"E01001474"	21.2
"E01001475"	24.0
"E01001476"	4.4
"E01001477"	5.5
"E01001478"	6.2
"E01001479"	8.7
"E01001480"	2.4
"E01001481"	6.4
"E01001482"	4.6
"E01001483"	2.9
"E01001484"	7.1
"E01001485"	8.0
"E01001486"	6.8
"E01001487"	7.2
"E01001488"	7.8
"E01001489"	8.4
"E01001491"	7.0
"E01001492"	6.7
"E01001493"	3.9
"E01001494"	3.5
"E01001495"	1.3
"E01001496"	5.1
"E01001497"	4.1
"E01001498"	1.2
"E01001499"	2.6
"E01001500"	4.6
"E01001501"	2.4
"E01001502"	6.7
"E01001503"	5.0
"E01001504"	6.0
"E01001505"	6.9
"E01001506"	6.2
"E01001507"	3.3
"E01001508"	5.4
"E01001509"	5.1
"E01001510"	0.8
"E01001511"	3.1
"E01001512"	2.4
"E01001513"	4.3
"E01001514"	3.7
"E01001515"	1.5
"E01001516"	5.3
"E01001517"	2.6
"E01001518"	4.0
"E01001519"	2.3
"E01001520"	6.5
"E01001521"	18.0
"E01001522"	7.3
"E01001523"	4.0
"E01001524"	7.3
"E01001525"	3.9
"E01001526"	11.8
"E01001527"	5.4
"E01001528"	1.4
"E01001529"	3.6
"E01001530"	1.9
"E01001531"	6.9
"E01001532"	6.8
"E01001533"	9.0
"E01001534"	6.2
"E01001535"	5.3
"E01001536"	6.1
"E01001537"	3.6
"E01001538"	2.0
"E01001539"	1.9
"E01001540"	2.9
"E01001541"	2.0
"E01001542"	1.3
"E01001543"	1.2
"E01001544"	2.2
"E01001545"	3.8
"E01001546"	4.2
"E01001547"	6.2
"E01001548"	3.9
"E01001549"	2.1
"E01001550"	5.2
"E01001551"	3.7
"E01001552"	5.9
"E01001553"	8.8
"E01001554"	0.9
"E01001555"	8.9
"E01001556"	4.9
"E01001557"	8.0
"E01001558"	7.2
"E01001559"	6.4
"E01001560"	4.4
"E01001562"	3.1
"E01001563"	3.4
"E01001564"	4.0
"E01001565"	4.5
"E01001566"	2.5
"E01001567"	19.7
"E01001568"	33.3
"E01001569"	6.6
"E01001570"	2.2
"E01001571"	2.2
"E01001572"	4.7
"E01001573"	3.9
"E01001574"	1.5
"E01001575"	3.4
"E01001576"	3.2
"E01001577"	3.5
"E01001578"	2.9
"E01001579"	2.6
"E01001580"	8.8
"E01001581"	2.8
"E01001582"	8.5
"E01001583"	11.6
"E01001584"	11.2
"E01001585"	3.7
"E01001586"	10.8
"E01001587"	5.5
"E01001588"	4.0
"E01001589"	4.4
"E01001590"	1.9
"E01001591"	2.7
"E01001592"	2.5
"E01001593"	2.4
"E01001594"	1.5
"E01001595"	4.7
"E01001596"	8.1
"E01001597"	6.5
"E01001598"	10.9
"E01001599"	7.0
"E01001600"	4.0
"E01001601"	6.1
"E01001602"	1.4
"E01001603"	0.9
"E01001604"	3.6
"E01001605"	1.2
"E01001606"	0.8
"E01001607"	3.2
"E01001608"	14.4
"E01001609"	2.0
"E01001610"	0.8
"E01001611"	2.4
"E01001613"	5.3
"E01001614"	23.0
"E01001615"	13.1
"E01001617"	3.5
"E01001618"	5.6
"E01001619"	2.7
"E01001620"	2.5
"E01001621"	2.1
"E01001623"	3.1
"E01001624"	2.5
"E01001625"	3.5
"E01001629"	3.8
"E01001631"	1.0
"E01001632"	4.8
"E01001633"	2.9
"E01001634"	2.2
"E01001635"	4.3
"E01001636"	3.6
"E01001637"	3.7
"E01001638"	0.7
"E01001640"	0.7
"E01001641"	2.0
"E01001642"	6.6
"E01001644"	3.4
"E01001645"	3.1
"E01001646"	2.0
"E01001647"	7.1
"E01001648"	6.7
"E01001649"	4.6
"E01001650"	2.9
"E01001651"	3.1
"E01001652"	4.7
"E01001653"	1.4
"E01001654"	9.0
"E01001655"	1.1
"E01001656"	8.1
"E01001657"	22.6
"E01001658"	3.8
"E01001659"	18.4
"E01001660"	5.6
"E01001661"	6.7
"E01001662"	1.4
"E01001664"	1.2
"E01001665"	2.4
"E01001666"	3.7
"E01001667"	1.4
"E01001668"	2.0
"E01001669"	3.7
"E01001671"	4.7
"E01001672"	8.4
"E01001673"	5.8
"E01001674"	7.8
"E01001675"	6.0
"E01001676"	2.4
"E01001677"	5.6
"E01001678"	2.5
"E01001679"	4.7
"E01001680"	17.2
"E01001681"	3.6
"E01001682"	8.5
"E01001683"	1.5
"E01001684"	3.6
"E01001685"	2.6
"E01001686"	4.7
"E01001687"	2.9
"E01001688"	7.8
"E01001690"	1.6
"E01001692"	3.2
"E01001693"	1.6
"E01001694"	7.6
"E01001695"	3.9
"E01001696"	1.8
"E01001697"	3.9
"E01001698"	3.2
"E01001699"	3.1
"E01001700"	3.7
"E01001701"	3.0
"E01001702"	5.0
"E01001703"	0.4
"E01001704"	5.3
"E01001705"	3.1
"E01001706"	3.9
"E01001708"	2.5
"E01001709"	1.4
"E01001710"	0.6
"E01001711"	1.6
"E01001712"	0.7
"E01001713"	2.3
"E01001714"	0.6
"E01001715"	1.3
"E01001716"	1.6
"E01001717"	4.8
"E01001718"	1.0
"E01001719"	1.4
"E01001720"	0.6
"E01001722"	1.3
"E01001723"	1.4
"E01001724"	2.0
"E01001725"	3.3
"E01001726"	1.5
"E01001727"	3.6
"E01001728"	0.9
"E01001729"	0.8
"E01001730"	0.4
"E01001731"	1.6
"E01001732"	0.7
"E01001733"	3.4
"E01001734"	2.0
"E01001735"	2.3
"E01001736"	2.3
"E01001737"	0.9
"E01001738"	1.2
"E01001739"	1.2
"E01001740"	1.9
"E01001741"	1.3
"E01001742"	1.5
"E01001744"	4.5
"E01001745"	2.0
"E01001746"	0.6
"E01001747"	1.5
"E01001748"	1.2
"E01001749"	1.8
"E01001750"	2.0
"E01001751"	1.2
"E01001752"	0.4
"E01001753"	0.9
"E01001754"	0.3
"E01001755"	1.5
"E01001756"	1.2
"E01001757"	0.5
"E01001758"	1.5
"E01001759"	2.6
"E01001760"	2.0
"E01001761"	2.0
"E01001762"	0.9
"E01001763"	1.5
"E01001764"	2.6
"E01001765"	2.2
"E01001767"	1.8
"E01001768"	1.6
"E01001769"	1.5
"E01001770"	1.1
"E01001772"	1.3
"E01001773"	1.7
"E01001774"	0.7
"E01001775"	0.8
"E01001776"	1.9
"E01001777"	0.7
"E01001779"	0.7
"E01001780"	0.3
"E01001781"	0.5
"E01001782"	1.1
"E01001783"	0.1
"E01001784"	0.5
"E01001785"	4.8
"E01001786"	1.9
"E01001787"	5.2
"E01001788"	3.8
"E01001789"	3.5
"E01001790"	3.2
"E01001791"	5.5
"E01001792"	4.4
"E01001793"	2.8
"E01001794"	4.0
"E01001795"	2.4
"E01001796"	2.7
"E01001798"	3.1
"E01001799"	3.6
"E01001800"	0.3
"E01001801"	1.8
"E01001802"	1.2
"E01001803"	2.5
"E01001804"	1.9
"E01001805"	1.0
"E01001806"	1.1
"E01001807"	3.3
"E01001808"	2.9
"E01001809"	4.8
"E01001811"	1.2
"E01001812"	1.8
"E01001813"	0.7
"E01001814"	3.6
"E01001815"	3.8
"E01001816"	1.1
"E01001819"	3.0
"E01001820"	3.6
"E01001821"	1.5
"E01001822"	1.5
"E01001823"	2.9
"E01001824"	2.2
"E01001825"	4.6
"E01001826"	2.3
"E01001827"	3.1
"E01001828"	0.5
"E01001829"	1.8
"E01001830"	1.5
"E01001831"	2.2
"E01001832"	2.6
"E01001833"	2.6
"E01001834"	1.5
"E01001835"	2.4
"E01001836"	2.3
"E01001837"	1.6
"E01001838"	0.8
"E01001839"	0.6
"E01001840"	3.5
"E01001841"	2.2
"E01001842"	1.4
"E01001843"	4.8
"E01001844"	4.3
"E01001845"	2.2
"E01001846"	3.7
"E01001847"	3.8
"E01001848"	3.0
"E01001849"	2.3
"E01001850"	0.7
"E01001851"	1.6
"E01001852"	0.8
"E01001853"	1.7
"E01001854"	0.6
"E01001855"	0.1
"E01001856"	0.8
"E01001857"	0.3
"E01001858"	2.2
"E01001859"	1.0
"E01001860"	1.1
"E01001861"	0.9
"E01001862"	1.6
"E01001863"	1.5
"E01001864"	2.2
"E01001865"	1.8
"E01001866"	0.8
"E01001867"	0.3
"E01001868"	0.3
"E01001869"	0.8
"E01001870"	0.2
"E01001871"	0.5
"E01001872"	0.1
"E01001873"	0.6
"E01001874"	2.5
"E01001875"	6.6
"E01001876"	3.2
"E01001877"	5.0
"E01001878"	7.5
"E01001879"	2.1
"E01001880"	0.3
"E01001881"	2.1
"E01001882"	1.6
"E01001883"	0.9
"E01001884"	0.7
"E01001885"	0.5
"E01001886"	3.5
"E01001887"	2.6
"E01001888"	1.1
"E01001889"	1.6
"E01001890"	0.4
"E01001891"	0.7
"E01001892"	1.1
"E01001893"	0.8
"E01001894"	0.5
"E01001895"	1.7
"E01001896"	0.6
"E01001897"	1.9
"E01001898"	1.4
"E01001899"	1.0
"E01001900"	1.2
"E01001901"	1.5
"E01001902"	0.8
"E01001903"	1.3
"E01001904"	1.4
"E01001905"	0.8
"E01001906"	0.9
"E01001907"	0.7
"E01001908"	1.4
"E01001909"	1.4
"E01001910"	1.0
"E01001911"	0.8
"E01001912"	2.6
"E01001913"	0.1
"E01001914"	0.2
"E01001915"	1.7
"E01001916"	1.7
"E01001917"	0.6
"E01001918"	0.6
"E01001919"	1.2
"E01001920"	0.2
"E01001921"	1.9
"E01001922"	1.8
"E01001923"	1.2
"E01001924"	0.6
"E01001925"	2.3
"E01001926"	2.3
"E01001927"	6.9
"E01001928"	1.8
"E01001929"	1.1
"E01001930"	5.0
"E01001931"	0.8
"E01001932"	1.7
"E01001933"	2.8
"E01001934"	1.1
"E01001935"	1.1
"E01001937"	1.3
"E01001938"	1.8
"E01001939"	0.7
"E01001940"	1.2
"E01001941"	1.5
"E01001942"	1.8
"E01001943"	1.7
"E01001944"	0.9
"E01001945"	2.1
"E01001946"	1.1
"E01001947"	1.3
"E01001948"	0.4
"E01001949"	1.6
"E01001950"	1.3
"E01001951"	1.6
"E01001952"	1.2
"E01001953"	0.9
"E01001954"	2.2
"E01001955"	4.1
"E01001956"	1.8
"E01001957"	0.5
"E01001958"	0.3
"E01001959"	5.2
"E01001960"	0.4
"E01001961"	0.7
"E01001962"	1.5
"E01001963"	2.9
"E01001964"	2.6
"E01001965"	1.1
"E01001966"	9.6
"E01001967"	1.7
"E01001968"	2.0
"E01001969"	4.4
"E01001970"	4.1
"E01001971"	2.9
"E01001972"	2.8
"E01001973"	2.1
"E01001974"	4.0
"E01001975"	1.9
"E01001976"	6.6
"E01001977"	3.8
"E01001978"	4.0
"E01001979"	5.5
"E01001980"	5.0
"E01001981"	7.2
"E01001982"	4.6
"E01001983"	4.3
"E01001984"	3.2
"E01001985"	2.1
"E01001986"	2.3
"E01001987"	3.7
"E01001988"	1.4
"E01001989"	3.0
"E01001990"	0.6
"E01001991"	1.3
"E01001992"	12.6
"E01001993"	4.7
"E01001994"	12.6
"E01001995"	4.3
"E01001996"	3.4
"E01001997"	1.7
"E01001998"	2.1
"E01001999"	2.0
"E01002000"	3.2
"E01002001"	1.2
"E01002002"	2.1
"E01002003"	2.2
"E01002004"	3.7
"E01002005"	1.2
"E01002006"	0.5
"E01002007"	3.4
"E01002008"	26.3
"E01002009"	4.7
"E01002010"	11.9
"E01002011"	3.7
"E01002013"	2.0
"E01002014"	1.4
"E01002015"	1.5
"E01002016"	0.8
"E01002017"	0.6
"E01002018"	1.6
"E01002019"	2.7
"E01002020"	2.6
"E01002021"	1.3
"E01002022"	0.8
"E01002023"	3.8
"E01002024"	2.2
"E01002025"	4.9
"E01002026"	6.0
"E01002027"	6.0
"E01002028"	6.6
"E01002029"	2.4
"E01002030"	6.4
"E01002031"	5.2
"E01002032"	4.7
"E01002033"	8.5
"E01002034"	1.1
"E01002036"	7.0
"E01002037"	3.4
"E01002038"	2.6
"E01002039"	0.9
"E01002040"	9.2
"E01002041"	6.6
"E01002042"	3.2
"E01002043"	7.3
"E01002044"	1.6
"E01002045"	5.9
"E01002046"	4.6
"E01002047"	3.3
"E01002048"	3.1
"E01002049"	5.6
"E01002050"	9.2
"E01002051"	5.9
"E01002052"	6.9
"E01002053"	3.7
"E01002054"	2.0
"E01002055"	5.5
"E01002056"	3.6
"E01002057"	6.2
"E01002058"	2.7
"E01002059"	2.0
"E01002060"	1.2
"E01002061"	0.7
"E01002062"	2.3
"E01002063"	1.0
"E01002064"	0.4
"E01002065"	0.5
"E01002066"	2.5
"E01002067"	5.8
"E01002068"	6.0
"E01002069"	3.4
"E01002070"	7.2
"E01002071"	2.7
"E01002072"	4.3
"E01002073"	6.3
"E01002074"	5.1
"E01002075"	10.8
"E01002076"	9.4
"E01002077"	4.6
"E01002078"	3.1
"E01002079"	11.2
"E01002080"	8.8
"E01002081"	6.8
"E01002082"	8.8
"E01002083"	5.4
"E01002084"	4.4
"E01002085"	4.3
"E01002086"	3.9
"E01002087"	2.4
"E01002088"	6.2
"E01002089"	0.9
"E01002090"	9.1
"E01002091"	6.7
"E01002092"	4.3
"E01002093"	6.0
"E01002094"	9.9
"E01002095"	9.8
"E01002096"	8.4
"E01002097"	7.3
"E01002098"	2.3
"E01002099"	4.0
"E01002100"	5.4
"E01002101"	4.7
"E01002102"	3.3
"E01002103"	7.3
"E01002104"	7.2
"E01002105"	3.6
"E01002106"	3.8
"E01002107"	5.7
"E01002108"	6.0
"E01002109"	31.5
"E01002110"	14.4
"E01002111"	6.9
"E01002112"	55.4
"E01002113"	36.9
"E01002114"	9.1
"E01002115"	11.8
"E01002116"	28.7
"E01002117"	11.5
"E01002118"	5.0
"E01002119"	3.6
"E01002120"	3.8
"E01002121"	2.7
"E01002122"	2.2
"E01002123"	4.1
"E01002124"	4.6
"E01002125"	5.7
"E01002126"	4.3
"E01002127"	13.9
"E01002128"	2.8
"E01002129"	4.6
"E01002130"	1.9
"E01002131"	2.8
"E01002132"	10.7
"E01002133"	9.0
"E01002134"	18.9
"E01002135"	12.4
"E01002136"	7.0
"E01002137"	9.5
"E01002138"	4.4
"E01002139"	2.6
"E01002140"	5.3
"E01002141"	15.5
"E01002142"	26.0
"E01002143"	1.8
"E01002144"	41.6
"E01002145"	24.2
"E01002146"	36.0
"E01002147"	71.0
"E01002148"	14.2
"E01002149"	50.3
"E01002150"	15.1
"E01002151"	8.4
"E01002152"	36.1
"E01002153"	26.4
"E01002154"	9.7
"E01002155"	15.9
"E01002156"	8.3
"E01002157"	3.1
"E01002158"	12.3
"E01002159"	3.7
"E01002160"	1.4
"E01002161"	3.9
"E01002162"	6.1
"E01002163"	9.9
"E01002164"	8.9
"E01002165"	4.9
"E01002166"	4.9
"E01002167"	3.7
"E01002168"	2.9
"E01002169"	5.4
"E01002170"	4.9
"E01002171"	3.3
"E01002172"	1.8
"E01002173"	3.9
"E01002174"	3.0
"E01002175"	4.4
"E01002176"	3.3
"E01002177"	1.5
"E01002178"	1.8
"E01002179"	4.4
"E01002180"	5.1
"E01002181"	2.2
"E01002182"	5.7
"E01002183"	5.5
"E01002184"	5.9
"E01002185"	5.2
"E01002186"	11.3
"E01002187"	29.9
"E01002188"	53.7
"E01002189"	36.1
"E01002190"	64.9
"E01002191"	8.2
"E01002192"	42.4
"E01002193"	13.9
"E01002194"	51.9
"E01002195"	11.0
"E01002196"	16.6
"E01002197"	5.8
"E01002198"	6.3
"E01002199"	4.6
"E01002200"	5.4
"E01002201"	2.1
"E01002202"	2.9
"E01002203"	4.7
"E01002204"	2.5
"E01002206"	1.9
"E01002207"	3.4
"E01002208"	25.2
"E01002209"	11.2
"E01002210"	3.5
"E01002211"	3.1
"E01002212"	4.4
"E01002213"	3.1
"E01002214"	4.2
"E01002215"	4.0
"E01002216"	3.2
"E01002217"	3.4
"E01002218"	10.5
"E01002219"	6.0
"E01002220"	2.6
"E01002221"	1.5
"E01002222"	4.0
"E01002223"	1.8
"E01002224"	2.8
"E01002225"	59.0
"E01002226"	21.8
"E01002227"	6.9
"E01002228"	31.9
"E01002229"	13.0
"E01002230"	22.9
"E01002231"	2.5
"E01002232"	5.7
"E01002233"	3.9
"E01002234"	3.6
"E01002235"	5.0
"E01002236"	6.3
"E01002237"	4.0
"E01002238"	3.3
"E01002239"	12.8
"E01002240"	2.8
"E01002241"	5.3
"E01002242"	5.2
"E01002243"	4.6
"E01002244"	6.6
"E01002245"	6.0
"E01002246"	2.2
"E01002247"	1.7
"E01002248"	12.8
"E01002249"	0.7
"E01002250"	4.3
"E01002251"	2.1
"E01002252"	21.0
"E01002253"	16.7
"E01002254"	17.8
"E01002255"	4.5
"E01002256"	17.5
"E01002257"	31.1
"E01002258"	7.6
"E01002259"	6.4
"E01002260"	2.6
"E01002261"	2.6
"E01002262"	1.6
"E01002263"	4.1
"E01002264"	1.9
"E01002265"	2.0
"E01002266"	1.5
"E01002267"	1.7
"E01002268"	21.4
"E01002269"	11.5
"E01002270"	65.8
"E01002271"	91.8
"E01002272"	14.6
"E01002273"	55.9
"E01002274"	16.9
"E01002275"	52.2
"E01002276"	13.6
"E01002277"	4.5
"E01002278"	2.5
"E01002279"	3.1
"E01002280"	2.1
"E01002281"	1.4
"E01002282"	2.3
"E01002283"	1.5
"E01002284"	1.9
"E01002285"	6.4
"E01002286"	4.2
"E01002287"	1.3
"E01002288"	12.1
"E01002289"	2.2
"E01002290"	2.9
"E01002291"	2.3
"E01002292"	2.6
"E01002293"	6.7
"E01002294"	18.1
"E01002295"	14.1
"E01002296"	23.8
"E01002297"	1.2
"E01002298"	7.3
"E01002299"	3.8
"E01002300"	7.3
"E01002301"	15.4
"E01002302"	2.8
"E01002303"	5.0
"E01002304"	29.8
"E01002305"	3.5
"E01002306"	3.6
"E01002307"	1.1
"E01002308"	9.7
"E01002309"	15.0
"E01002310"	3.3
"E01002311"	4.6
"E01002312"	12.4
"E01002313"	5.1
"E01002314"	2.9
"E01002315"	1.6
"E01002316"	2.1
"E01002317"	30.9
"E01002318"	9.2
"E01002319"	4.5
"E01002320"	3.1
"E01002321"	32.0
"E01002322"	7.1
"E01002323"	8.2
"E01002324"	12.9
"E01002325"	3.3
"E01002326"	2.5
"E01002327"	10.7
"E01002328"	3.4
"E01002329"	12.3
"E01002330"	12.8
"E01002331"	7.8
"E01002332"	8.9
"E01002333"	9.6
"E01002334"	27.9
"E01002335"	5.2
"E01002336"	7.5
"E01002337"	56.7
"E01002338"	7.6
"E01002339"	18.6
"E01002340"	4.2
"E01002341"	6.4
"E01002342"	3.7
"E01002343"	38.1
"E01002344"	22.1
"E01002345"	4.6
"E01002346"	7.3
"E01002347"	5.4
"E01002348"	26.5
"E01002349"	31.8
"E01002350"	2.5
"E01002351"	3.0
"E01002352"	9.5
"E01002353"	16.8
"E01002354"	21.1
"E01002355"	2.6
"E01002356"	0.6
"E01002358"	3.1
"E01002359"	4.0
"E01002360"	8.9
"E01002361"	4.3
"E01002362"	12.3
"E01002363"	5.6
"E01002364"	11.5
"E01002365"	1.3
"E01002366"	4.3
"E01002367"	8.1
"E01002368"	9.9
"E01002369"	24.9
"E01002370"	7.1
"E01002371"	25.5
"E01002372"	7.8
"E01002373"	11.3
"E01002374"	2.9
"E01002375"	7.2
"E01002376"	29.5
"E01002377"	11.5
"E01002378"	3.1
"E01002379"	26.3
"E01002380"	12.7
"E01002381"	26.9
"E01002382"	12.2
"E01002383"	4.6
"E01002384"	11.6
"E01002385"	18.5
"E01002386"	9.4
"E01002387"	16.8
"E01002388"	20.0
"E01002389"	24.1
"E01002390"	11.1
"E01002391"	12.4
"E01002392"	2.5
"E01002393"	3.7
"E01002394"	3.1
"E01002395"	4.2
"E01002396"	5.5
"E01002397"	4.7
"E01002398"	3.8
"E01002399"	4.4
"E01002400"	6.1
"E01002401"	10.0
"E01002402"	5.2
"E01002403"	7.2
"E01002404"	3.8
"E01002405"	4.9
"E01002406"	5.1
"E01002407"	7.1
"E01002408"	9.8
"E01002409"	16.1
"E01002410"	29.6
"E01002411"	7.8
"E01002412"	27.7
"E01002413"	6.5
"E01002414"	18.4
"E01002415"	0.6
"E01002416"	3.3
"E01002417"	34.6
"E01002418"	2.4
"E01002419"	6.4
"E01002420"	7.0
"E01002421"	15.7
"E01002422"	1.8
"E01002423"	4.9
"E01002424"	2.4
"E01002425"	5.8
"E01002426"	6.4
"E01002427"	2.4
"E01002428"	5.5
"E01002429"	7.6
"E01002430"	74.6
"E01002431"	9.7
"E01002432"	10.8
"E01002433"	15.5
"E01002434"	66.9
"E01002435"	62.2
"E01002436"	18.8
"E01002437"	52.3
"E01002438"	26.0
"E01002439"	16.1
"E01002440"	12.7
"E01002441"	21.1
"E01002442"	3.0
"E01002443"	4.7
"E01002444"	11.2
"E01002445"	3.6
"E01002446"	13.2
"E01002447"	7.0
"E01002448"	4.8
"E01002449"	4.3
"E01002450"	1.8
"E01002451"	3.5
"E01002452"	4.9
"E01002453"	1.5
"E01002454"	1.5
"E01002455"	15.9
"E01002456"	11.4
"E01002457"	4.5
"E01002458"	61.3
"E01002459"	61.8
"E01002460"	22.0
"E01002461"	80.2
"E01002462"	37.4
"E01002463"	57.9
"E01002464"	4.1
"E01002465"	3.0
"E01002466"	1.1
"E01002467"	11.7
"E01002468"	2.2
"E01002469"	3.7
"E01002470"	28.8
"E01002471"	15.6
"E01002472"	11.9
"E01002473"	60.4
"E01002474"	20.1
"E01002475"	20.2
"E01002476"	58.1
"E01002477"	29.6
"E01002478"	15.0
"E01002479"	9.9
"E01002480"	42.7
"E01002481"	11.6
"E01002482"	78.5
"E01002483"	21.0
"E01002484"	8.6
"E01002485"	14.3
"E01002486"	3.7
"E01002487"	5.6
"E01002488"	6.7
"E01002489"	6.5
"E01002490"	6.7
"E01002491"	5.7
"E01002492"	6.8
"E01002493"	6.7
"E01002494"	2.6
"E01002495"	4.3
"E01002496"	1.5
"E01002497"	15.2
"E01002498"	11.6
"E01002499"	10.3
"E01002501"	6.4
"E01002502"	4.9
"E01002503"	4.8
"E01002504"	5.6
"E01002505"	2.2
"E01002506"	4.5
"E01002507"	5.0
"E01002508"	6.0
"E01002509"	36.5
"E01002511"	7.6
"E01002512"	51.6
"E01002513"	51.0
"E01002514"	9.8
"E01002515"	11.5
"E01002516"	74.9
"E01002518"	24.5
"E01002519"	4.7
"E01002520"	4.0
"E01002521"	2.0
"E01002523"	4.9
"E01002525"	21.8
"E01002526"	2.5
"E01002527"	14.6
"E01002528"	3.6
"E01002529"	7.2
"E01002530"	1.7
"E01002531"	25.1
"E01002532"	1.3
"E01002533"	7.4
"E01002534"	32.5
"E01002535"	25.2
"E01002536"	12.1
"E01002537"	25.8
"E01002538"	22.1
"E01002539"	46.0
"E01002540"	7.8
"E01002541"	19.3
"E01002542"	2.9
"E01002543"	4.0
"E01002544"	18.0
"E01002545"	6.6
"E01002546"	5.8
"E01002547"	5.1
"E01002548"	3.2
"E01002549"	7.0
"E01002550"	3.1
"E01002551"	3.2
"E01002552"	8.5
"E01002553"	2.8
"E01002554"	3.7
"E01002555"	4.9
"E01002556"	3.5
"E01002557"	6.6
"E01002558"	3.1
"E01002559"	3.1
"E01002560"	7.7
"E01002561"	3.6
"E01002562"	5.9
"E01002563"	3.2
"E01002564"	2.4
"E01002565"	2.0
"E01002566"	1.2
"E01002567"	3.7
"E01002568"	1.3
"E01002569"	1.6
"E01002570"	2.2
"E01002571"	4.4
"E01002572"	2.4
"E01002573"	8.6
"E01002574"	3.1
"E01002575"	1.8
"E01002576"	5.7
"E01002577"	5.1
"E01002578"	11.2
"E01002579"	6.2
"E01002580"	1.8
"E01002581"	2.8
"E01002582"	2.4
"E01002583"	14.9
"E01002584"	7.0
"E01002585"	5.4
"E01002586"	7.0
